MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
MOGA|P|Mogavero, Lee & Co., Inc.|||N|N|N|N
MOJO|P|Montag & Joselson|||N|N|N|N
MOLO|N|MOLONEY SECURITIES CO., INC.|||N|Y|N|N
MONR|P|MONROE FINANCIAL PARTNERS, INC.|NASDAQ/OTCBB TRADING|800-766-5560|N|Y|N|N
MONR|P|MONROE FINANCIAL PARTNERS, INC.|IF LINE TROUBLE|312-327-2536|N|Y|N|N
MONR|P|MONROE FINANCIAL PARTNERS, INC.|IF LINE TROUBLE|312-498-4015|N|Y|N|N
MONR|P|MONROE FINANCIAL PARTNERS, INC.|IF LINE TROUBLE|312-399-4049|N|Y|N|N
MONX|P|MONEX SECURITIES, INC.|||N|Y|N|N
MORA|P|BOREAL CAPITAL SECURITIES LLC|||N|Y|N|N
MPLW|P|MAPLEWOOD INVESTMENTS, INC.|||N|Y|N|N
MPSC|P|MARCO POLO SECURITIES INC.|||N|Y|N|N
MPSG|O|MAREX CAPITAL MARKETS INC.|||Y|Y|N|N
MPWR|P|EMPOWER FINANCIAL SERVICES,INC.|||N|Y|N|N
MQHS|P|MARQUIS HOLDINGS, INC.|||N|N|N|N
MQIN|P|McGinn, Smith & Co., Inc.|NASDAQ TRADING|518-449-5131|N|N|N|N
MRAD|P|Macro Risk Advisors Llc|||N|Y|N|N
MRBA|P|IBN FINANCIAL SERVICES, INC.|||N|Y|N|N
MRCP|M|Mercer Capital Ltd.||903-597-2887|N|N|N|N
MREC|P|MACKIE RESEARCH CAPITAL CORPORATION/CDS|||N|N|N|N
MRGN|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MRNA|P|FILLMORE ADVISORS, LLC|||N|Y|N|N
MRSC|P|TRADEUP SECURITIES, INC.|||N|Y|N|N
MSBB|P|Meeting Street Brokerage, LLC|||N|N|N|N
MSBR|P|Meeting Street Brokerage, LLC|||N|N|N|N
MSCA|M|Marcus Schloss & Co., Inc.|NEW YORK  NY|212-483-1575|N|N|N|N
MSCB|N|Maine Securities Corporation|||N|Y|N|N
MSCH|P|Magna Securities Corp.|NASDAQ TRADING|212-547-3700|N|N|N|N
MSCO|M|MORGAN STANLEY & CO. LLC|NEW YORK NY|212-761-4000|Y|Y|Y|Y
MSEB|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSEC|P|MSEC, LLC|||N|Y|N|N
MSED|P|Morgan Stanley & Co., Incorporated|||Y|Y|Y|Y
MSEM|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSET|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSFP|P|Morgan Stanley & Co. LLC|||Y|Y|Y|Y
MSFT|P|MICROSOFT CORPORATION|||N|N|N|N
MSHC|P|M. S. HOWELLS & CO.|||Y|Y|N|N
MSHI|P|M. S. HOWELLS & CO.|Trading Desk|480-502-3800|Y|Y|N|N
MSII|P|MetLife Securities Inc.|||N|N|N|N
MSIM|P|Michigan Securities, Inc.|||N|Y|N|N
MSIT|P|Montrose Securities International|||N|Y|N|N
MSLC|P|MCDONNAUGH SECURITIES LLC|||N|Y|N|N
MSLP|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSML|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSMM|P|Melvin Securities, LLC|||N|Y|N|N
MSMP|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSNY|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSPD|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSPL|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSPW|P|MORGAN STANLEY|||Y|Y|N|N
MSRO|M|Mesirow Financial, Inc.||1 800-248-7220|Y|Y|N|N
MSRO|M|Mesirow Financial, Inc.|CHICAGO,IL|1 800 757-9776|Y|Y|N|N
MSRO|M|Mesirow Financial, Inc.|PREFERRED DESK|1 800 757-9776|Y|Y|N|N
MSRO|M|Mesirow Financial, Inc.|LISTED|1 800 757-9776|Y|Y|N|N
MSRP|P|MORGAN STANLEY & CO. LLC|||N|Y|N|N
MSRV|N|Milestone Financial Services, Inc.|||N|N|N|N
MSTI|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSTX|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSUS|P|MACQUARIE CAPITAL (USA) INC.|||Y|Y|N|N
MTBK|P|Multi-Bank Securities, Inc.|||N|Y|N|N
MTDB|P|M&T Securities, Inc.|||N|Y|N|N
MTGO|P|MTG, LLC|||N|Y|N|N
MTLE|P|BROOKLIGHT PLACE SECURITIES, INC.|||N|Y|N|N
MTRN|P|Multitrade Securities LLC|||N|N|N|N
MTRS|P|CENTER STREET SECURITIES, INC.|||N|Y|N|N
MTRX|P|MATRIX EXECUTIONS, LLC|||Y|Y|Y|N
MUFG|P|MUFG SECURITIES AMERICAS INC.|OTCBB MM Desk|212-405-7113|Y|Y|N|N
MULA|P|MUNDIAL FINANCIAL GROUP, LLC|||N|Y|N|N
MULL|P|MARK J. MULLER EQUITIES, INC.|||N|Y|N|N
MULT|P|CETERA ADVISORS LLC|||N|Y|N|N
MURJ|P|COMMERCE ONE FINANCIAL INC.|||N|Y|N|N
MVFN|P|MVP Financial, LLC|||N|Y|N|N
MVMP|P|MICROVENTURE MARKETPLACE INC.|||N|Y|N|N
MWAF|P|MWA Financial Services, Inc.|||N|Y|N|N
MWCC|O|Monness Crespi Hardt & Co., Inc.|NEW YORK, NY|212-838-7575|Y|Y|N|N
MWCO|M|Madison Williams and Company|||N|N|N|N
MWIL|P|MORGAN WILSHIRE SECURITIES, INC.|||N|Y|N|N
MWMS|P|MIURA CAPITAL, LLC|||N|Y|N|N
MWSE|E|Chicago Stock Exchange|DEMPSEY & COMPANY|312-663-2255|N|N|N|N
MWSI|N|Morgan Wilshire Securities, Inc.|TRADING DESK|516-622-3111|N|Y|N|N
MXFG|N|Maximum Financial Group, Inc.|SOUTHFIELD, MI|810-358-0808|N|N|N|N
MXMS|P|MAXIM GROUP LLC|||Y|Y|N|N
MYBG|P|StormHarbour Securities, LLC|||N|N|N|N
MYDM|P|OTCEX, LLC|||N|Y|N|N
MZHO|P|Mizuho Securities USA LLC|||Y|Y|N|N
MZMA|P|Mazama Capital Management Inc.|||N|N|N|N
NACI|P|North American Clearing, Inc.||407-774-6281|N|N|N|N
NACL|P|National Alliance Capital, LLC|||N|Y|N|N
NADL|N|Warren D. Nadel & Company|GREENVALE  NY|516-625-3400|N|N|N|N
NAID|O|National Securities Corporation|||N|N|N|N
NALG|P|ALGO ENGINEERING EXECUTION SERVICES LLC|||N|N|N|N
NAMA|P|Nunami Services, LLC.|||N|N|N|N
NAMB|P|Nunami Services, Llc.|||N|N|N|N
NAMD|P|Nunami Services, LLC.|||N|N|N|N
NAMI|P|NUNAMI SERVICES, LLC.|||N|N|N|N
NAMW|P|Nunami Services, LLC.|||N|N|N|N
NAMZ|P|Nunami Services, LLC.|||N|N|N|N
NAPK|P|National Securities Corporation|||N|N|N|N
NARI|P|Ledgemont Capital Markets LLC|||N|N|N|N
NASC|P|NATIONAL ALLIANCE SECURITIES CORPORATION|||N|Y|N|N
NASD|M|District 8 - Chicago|MARKET OPERATIONS-CT|800-219-4861|N|N|N|N
NASD|M|District 8 - Chicago|(TRADING OPS)|N/A|N|N|N|N
NASD|M|District 8 - Chicago|MARKET INTEGRITY....|203-375-9609|N|N|N|N
NASD|M|District 8 - Chicago|UPC,STK LST,DIVIDEND|N/A|N|N|N|N
NASD|M|District 8 - Chicago|CAE/ITS|203-385-6399|N|N|N|N
NASD|M|District 8 - Chicago|ACT|203-378-0166|N|N|N|N
NASD|M|District 8 - Chicago|MARKET WATCH|N/A|N|N|N|N
NASD|M|District 8 - Chicago|TRADING HALTS|800-537-3929|N|N|N|N
NASD|M|District 8 - Chicago|TRD RPT RULES|800-211-4953|N|N|N|N
NASD|M|District 8 - Chicago|MARKET REGULATION|N/A|N|N|N|N
NASD|M|District 8 - Chicago|FIRM QUOTE AND|800-925-8156|N|N|N|N
NASD|M|District 8 - Chicago|PASSIVE MM/REG M|N/A|N|N|N|N
NASD|M|District 8 - Chicago|OTC BULLETIN BOARD|N/A|N|N|N|N
NASD|M|District 8 - Chicago|FINANCIALS|301-208-2802|N|N|N|N
NASD|M|District 8 - Chicago|FAX|301-208-2806|N|N|N|N
NASD|M|District 8 - Chicago|OPERATIONS|203-378-0284|N|N|N|N
NASD|M|District 8 - Chicago|SYMBOL ASSIGNMENT|203-375-9609|N|N|N|N
NASD|M|District 8 - Chicago|EQUIPMENT REPAIR|800-243-4284|N|N|N|N
NASD|M|District 8 - Chicago|#SUBSCRIBER SERVICES|.|N|N|N|N
NASD|M|District 8 - Chicago|ORDERING NASDAQ|800-777-5606|N|N|N|N
NASD|M|District 8 - Chicago|WORKSTATIONS,|N/A|N|N|N|N
NASD|M|District 8 - Chicago|SERVICES, USER IDS|N/A|N|N|N|N
NASD|M|District 8 - Chicago||N/A|N|N|N|N
NASD|M|District 8 - Chicago|HISTORICAL PRICES|202-728-8477|N|N|N|N
NASD|M|District 8 - Chicago||N/A|N|N|N|N
NASD|M|District 8 - Chicago|MARKET LISTINGS|202-498-2500|N|N|N|N
NASD|M|District 8 - Chicago||N/A|N|N|N|N
NASP|M|NASDAQ/PICCARD|||N|N|N|N
NATL|P|B. RILEY WEALTH MANAGEMENT, INC.|NEW YORK|212-417-3620|N|Y|N|N
NATL|P|B. RILEY WEALTH MANAGEMENT, INC.|NEW YORK|888-618-8181|N|Y|N|N
NATL|P|B. RILEY WEALTH MANAGEMENT, INC.|T-SEATTLE WA|800-426-1613|N|Y|N|N
NATL|P|B. RILEY WEALTH MANAGEMENT, INC.|T-SEATTLE WA|206-343-6221|N|Y|N|N
NBCS|P|NBC Securities, INC.|NASDAQ TRADING|205-583-3623|N|Y|N|N
NBFC|P|NBCN  Inc./ CDS|||N|N|N|N
NBFI|P|National Bank of Canada Financial Inc.|||Y|Y|N|N
NBII|P|Bofa Securities, Inc.|||Y|Y|Y|Y
NBKT|P|NATIONAL BANK OF CANADA FINANCIAL INC.|||Y|Y|N|N
NBLB|P|NEUBERGER BERMAN BD LLC|||Y|Y|N|N
NBLE|P|Nobletrading.com, Inc.|||N|N|N|N
NBSL|P|BMO Nesbitt Burns Securities LTD.|||N|Y|N|N
NBTX|N|Nationsbank Texas, NA|||N|N|N|N
NCAP|O|Nova Capital Markets, LLC|||N|N|N|N
NCFG|P|New Castle Financial Group, Inc.|||N|N|N|N
NCFS|P|New Castle Financial Group Inc.|||N|N|N|N
NCIS|P|US FINANCIAL SERVICES|||N|N|N|N
NCPI|P|StoneX Financial Inc.|||Y|Y|N|N
NCRS|P|NORTHCOAST RESEARCH PARTNERS, LLC|||N|Y|N|N
NDCM|P|NANES, DELORME CAPITAL MANAGEMENT LLC|||N|N|N|N
NDXT|O|NDX Trading, Inc.|MINNEAPOLIS, MN|612-331-8225|N|N|N|N
NDXT|O|NDX Trading, Inc.|FORT WORTH, TX|817-595-7330|N|N|N|N
NEED|M|Needham & Company, LLC|NEW YORK, NY|212-371-8411|Y|Y|N|N
NEED|M|Needham & Company, LLC|NEW YORK, NY|800-843-4446|Y|Y|N|N
NEFO|P|SG Americas Securities, LLC|||Y|Y|Y|Y
NEHL|N|Greenberg Financial Group|||N|Y|N|N
NELS|N|NELSON SECURITIES,INC.|SPOKANE, WA|509-625-1980|N|Y|N|N
NELS|N|NELSON SECURITIES,INC.|SPOKANE, WA|509-838-1313|N|Y|N|N
NELS|N|NELSON SECURITIES,INC.|SPOKANE, WA|800-343-7799|N|Y|N|N
NEON|P|NeoNet Securities, Inc.|||N|N|N|N
NEPP|P|N.E. PRIVATE CLIENT ADVISORS, LTD.|||N|Y|N|N
NESS|P|MSI FINANCIAL SERVICES, INC|||N|N|N|N
NEST|P|NEST INVESTMENTS BD LLC|||N|Y|N|N
NEUB|M|NEUBERGER BERMAN BD LLC|NEW YORK, NY|212-528-9561|Y|Y|N|N
NEUB|M|NEUBERGER BERMAN BD LLC|NASDAQ/OTCBB TRADING|800-543-8481|Y|Y|N|N
NEUS|P|NINTH ETERNITY SECURITIES LLC|||N|Y|N|N
NEWO|M|Newoak Capital Markets LLC|STAMFORD, CT|203-975-1330|N|Y|N|N
NEWO|M|Newoak Capital Markets LLC|CONVERTIBLES|203-975-1330|N|Y|N|N
NEWO|M|Newoak Capital Markets LLC|NEW YORK|646-432-7300|N|Y|N|N
NFBS|P|NAVY FEDERAL INVESTMENT SERVICES, LLC|||N|Y|N|N
NFGI|P|Northeastern Financial Group Inc.|||N|N|N|N
NFGR|N|Nations Financial Group, Inc.|||N|Y|N|N
NFSC|M|National Financial Services LLC|PRINCIPAL|800-679-5748|Y|Y|Y|Y
NFSC|M|National Financial Services LLC||800-262-0680|Y|Y|Y|Y
NFSC|M|National Financial Services LLC|AGENCY|800-762-1190|Y|Y|Y|Y
NFSC|M|National Financial Services LLC|PRIN/AGEN BOSTON|800-731-1689|Y|Y|Y|Y
NFSC|M|National Financial Services LLC|BULLETIN BOARDS|800-262-0680|Y|Y|Y|Y
NFST|P|NFSTX, LLC|||N|Y|N|N
NFSX|P|NFSTX,LLC|||N|Y|N|N
NFTY|P|INFINITY FINANCIAL SERVICES|||N|Y|N|N
NGEN|M|Next Generation Equity Research LLC|||N|N|N|N
NHAM|N|North Hampton Partners, L.P.|||N|N|N|N
NHFS|P|ALIGHT FINANCIAL SOLUTIONS, LLC|||N|Y|N|N
NHWI|P|Hennion & Walsh, Inc.|||N|Y|N|N
NIAD|P|Ni Advisors|||N|Y|N|N
NIPH|P|Niphix Investments Inc.|||N|N|N|N
NIPX|M|Niphix Investments Inc|||N|N|N|N
NISC|O|National Investor Services Corp.|NEW YORK, NY|212-509-0055|N|N|N|N
NITC|P|VIRTU Americas LLC|||Y|Y|Y|Y
NITE|P|VIRTU Americas LLC|NASDAQ TRADING|800-544-7508|Y|Y|Y|Y
NITE|P|VIRTU Americas LLC|BULLETIN BOARD|800-232-3684|Y|Y|Y|Y
NITE|P|VIRTU Americas LLC|DELISTING/BANKRUPTCY|212-336-8725|Y|Y|Y|Y
NITE|P|VIRTU Americas LLC|INTERNATIONAL|800-762-0271|Y|Y|Y|Y
NITE|P|VIRTU Americas LLC|BROKER/DEALER DESK|800-274-9382|Y|Y|Y|Y
NITE|P|VIRTU Americas LLC|INSTITUTIONAL DESK|800-222-4895|Y|Y|Y|Y
NITE|P|VIRTU Americas LLC|FOREIGN BULLETIN BD|212-336-8841|Y|Y|Y|Y
NITE|P|VIRTU Americas LLC|HELP DESK|888-931-HELP|Y|Y|Y|Y
NLOV|P|NORTLOV SECURITIES LLC|||N|Y|N|N
NMRA|M|Nomura Securities International, Inc.|US TRADING|212-667-2229|Y|Y|N|N
NMRA|M|Nomura Securities International, Inc.|CONVERTIBLES|212-667-2000|Y|Y|N|N
NMRA|M|Nomura Securities International, Inc.|EQUITY DERIVATIVES|212-667-2210|Y|Y|N|N
NNET|P|NeoNet Securities, Inc.|||N|N|N|N
NOBI|P|One Financial Securities, LTD.|||N|N|N|N
NOBL|M|NOBLE CAPITAL MARKETS, INC.|BOCA RATON, FL|561-994-1191|N|Y|N|N
NOBL|M|NOBLE CAPITAL MARKETS, INC.|TRADING ROOM|561-994-1858|N|Y|N|N
NOCI|C|Attain-ECN|OPERATIONS|201-573-1700|N|N|N|N
NOIT|P|NATIVEONE INSTITUTIONAL TRADING, LLC|||N|N|N|N
NORC|N|NORTHERN CAPITAL SECURITIES CORPORATION|||N|Y|N|N
NORD|N|Nordberg Capital Inc.|NASDAQ TRADING|212-753-9111|N|N|N|N
NORM|P|JUMP TRADING, LLC|||Y|N|Y|Y
NORP|P|Nordic Partners Inc.|||N|Y|N|N
NORT|M|Northland Securities, Inc.|||Y|Y|N|N
NORW|P|Wells Fargo Securities, LLC.|||Y|Y|Y|Y
NOSO|P|NORTH SOUTH CAPITAL, LLC|||N|Y|N|N
NOYS|M|David A. Noyes & Company|INDIANAPOLIS IN|317-633-1723|N|Y|N|N
NOYS|M|David A. Noyes & Company|CHICAGO IL|312-606-8221|N|Y|N|N
NOYS|M|David A. Noyes & Company|CHICAGO IL|800-669-3732|N|Y|N|N
NOYS|M|David A. Noyes & Company|CHICAGO OTCBB/NASDAQ|866-332-4377|N|Y|N|N
NOYS|M|David A. Noyes & Company|CHICAGO OTCBB/NASDAQ|312-606-4692|N|Y|N|N
NPAI|P|Nationwide Planning Associates Inc.|||N|Y|N|N
NPNT|P|Cowen and Company, LLC|||Y|Y|Y|Y
NPTP|P|Cowen and Company, LLC|||Y|Y|Y|Y
NQBX|E|NASDAQ Execution Services LLC|Trade Desk|212-231-5100|Y|Y|Y|Y
NQCO|N|Computer Operations and Technical Support - Rockville|||N|N|N|N
NQDO|M|District 4 - Kansas City|NASDAQ DISTRICT|303-446-3130|N|N|N|N
NQMR|P|NASDAQ EXECUTION SERVICES, LLC|||Y|Y|Y|Y
NQMS|M|Nasdaq, Marketwatch|ROCKVILLE, MD|800-925-8156|N|N|N|N
NQMS|M|Nasdaq, Marketwatch|STOCKWATCH|800-537-3929|N|N|N|N
NQOP|P|NASDAQ Execution Services, LLC|||Y|Y|Y|Y
NQPX|E|NASDAQ OMX PHLX LLC|||N|N|N|N
NQRB|P|NASDAQ Execution Services, LLC|||Y|Y|Y|Y
NQRE|M|NASDR Market Regulation|MARKET WATCH|800-211-4953|N|N|N|N
NRAM|P|CANACCORD WEALTH MANAGEMENT|||N|Y|N|N
NSCC|Q|National Securities Clearing Corporation|NEW YORK, NY|212-855-1000|N|N|N|N
NSDQ|E|Nasdaq Execution Services, LLC.|Trade Desk|212-231-5100|Y|Y|Y|Y
NSGS|P|NS GLOBAL SECURITIES LLC|||N|N|N|N
NSIF|P|Norstar Securities International Inc/ CDS.|TORONTO, ONTARIO|416-361-3031|N|N|N|N
NSRD|P|NESTLERODE & LOY, INC.|||N|Y|N|N
NTBF|P|BMO Nesbitt Burns Inc./CDS|TORONTO, ONTARIO|416-359-6636|N|N|N|N
NTFN|P|Network 1 Financial Securities Inc.|||Y|Y|N|N
NTHN|P|Northern Securities, Inc.|||N|N|N|N
NTMG|P|DOMINARI SECURITIES LLC|FAIRFIELD, CT|888-800-4417|N|Y|N|N
NTMG|P|DOMINARI SECURITIES LLC||203-255-3838|N|Y|N|N
NTNT|O|Nextrend Securities, Inc.|RICHARDSON, TX|972-470-9265|N|Y|N|N
NTRC|O|Northern Trust Securities, Inc.|||N|Y|N|N
NTSI|P|Nesbitt Thomson Securities|NASDAQ TRADING|212-702-1230|N|N|N|N
NUMS|P|NUMIS SECURITIES INC.|||N|Y|N|N
NVAS|N|New Vernon Securities, LLC|||N|N|N|N
NVST|O|Investin Securities Corp.|DALLAS, TX|214-939-0110|N|N|N|N
NWCM|P|NW Capital Markets Inc.|||N|Y|N|N
NWIA|P|NORTHWEST INVESTMENT ADVISORS, INC.|||N|Y|N|N
NWST|M|Nevwest Securities Corporation|TRADING DESK #1|877-424-8908|N|N|N|N
NWST|M|Nevwest Securities Corporation|TRADING DESK #2|702-257-4646|N|N|N|N
NXBK|P|Nexbank Securities Inc|||N|Y|N|N
NXRB|P|NASDAQ EXECUTION SERVICES, LLC|||Y|Y|Y|Y
NYFT|P|COWEN AND COMPANY, LLC|||Y|Y|Y|Y
NYFX|P|COWEN AND COMPANY, LLC|||Y|Y|Y|Y
NYGS|P|New York Global Securities, Inc.|TRADING|212-791-2920|N|N|N|N
NYPP|P|NYPPE, LLC|||N|N|N|N
NYSE|E|New York Stock Exchange|||N|N|N|N
OAKR|P|THE OAK RIDGE FINANCIAL SERVICES GROUP, INC.|||N|Y|N|N
OAKW|P|KNBT Securities, Inc.|||N|N|N|N
OBDS|P|OBD SECURITIES LLC|||Y|N|N|N
OBEX|P|Obex Securities LLC|||N|Y|N|N
OBTG|N|Oakbrook Investment Brokers, Inc.|||N|N|N|N
OBWS|P|Oberweis Securities, Inc.|||N|Y|N|N
OCAP|P|THE ORION CAPITAL GROUP, INC.|||N|N|N|N
OCEA|M|OCEAN FINANCIAL SERVICES, LLC|||N|Y|N|N
OCRS|P|OCEANCROSS CAPITAL, LLC|||N|N|N|N
OCSH|P|OPENCASH|||N|Y|N|N
OCSI|P|OC Securities, Inc.|||N|N|N|N
ODCO|P|ODEON CAPITAL GROUP LLC|||Y|Y|N|N
ODEO|P|ODEON CAPITAL GROUP LLC|||Y|Y|N|N
ODNC|P|Odeon Capital Group LLC|||Y|Y|N|N
OECN|P|OTC LINK LLC|||N|Y|N|N
OESM|P|OES Brokerage Services, L.L.C|||N|N|N|N
OFCC|N|Oberlin Financial Corporation|||N|N|N|N
OFGF|N|OFG Financial Services, Inc.|||N|Y|N|N
OFGL|P|Obsidian Financial Group, LLC|||N|N|N|N
OFMC|P|CLEAR STREET, LLC|||Y|Y|Y|Y
OGRU|M|Oscar Gruss & Son, Incorporated|NEW YORK  NY|212-943-6400|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|NASDAQ TRADING|212-943-6400|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|ARBITRAGE|212-943-7616|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|WARRANTS,CONVERTABLE|212-943-7610|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|FIXED-INCOMES|N/A|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|BULLETIN BOARDS|212-514-2403|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated||800-332-2282|Y|Y|N|N
OGTL|P|OUTSET GLOBAL TRADING LIMITED|||N|Y|N|N
OHIO|N|FIFTH THIRD SECURITIES, INC.|CINCINATI OH|N/A|N|Y|N|N
OHIO|N|FIFTH THIRD SECURITIES, INC.|NASDAQ/OTCBB TRADING|513-744-6430|N|Y|N|N
OHIO|N|FIFTH THIRD SECURITIES, INC.|NASDAQ/OTCBB TRADING|800-848-0927|N|Y|N|N
OHIO|N|FIFTH THIRD SECURITIES, INC.|CORPORATE BONDS|513-744-7186|N|Y|N|N
OHOS|P|TWO SIGMA SECURITIES, LLC|||Y|Y|Y|Y
OIEN|P|Oien Securities, Inc.|||N|N|N|N
OLDM|P|OLD MISSION CAPITAL, LLC|||Y|N|Y|Y
OLMN|P|OLD MISSION MARKETS LLC|||N|Y|N|N
OLNE|P|OLDEN LANE SECURITIES, LLC|||N|Y|N|N
OMGP|P|Omni Brokerage, Inc.|||N|N|N|N
OMMA|P|Old Mission Markets LLC|||N|Y|N|N
OMSL|P|OPTIONSHOUSE|||N|N|N|N
ONEC|P|Citigroup Global Markets Inc.|||Y|Y|Y|Y
ONEL|O|WILLIAM O'NEIL SECURITIES|LOS ANGELES, CA|310-574-5613|Y|Y|N|N
ONES|P|THE O.N. EQUITY SALES COMPANY|||N|Y|N|N
OPAL|P|OPAL SECURITIES, INC.|||N|Y|N|N
OPCO|M|Oppenheimer & Co. Inc.|NEW YORK, NY|212-422-7813|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.|CONVERTIBLE BONDS|212-668-5764|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.||800-682-5381|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.|NASDAQ/OTCBB TRADING|212-422-7813|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.|LISTED DESK|212-668-8033|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.|INSTITUTIONAL DEPT|212-943-9055|Y|Y|N|Y
OPML|P|OASIS PRO MARKETS LLC|||N|Y|N|N
OPTG|P|OPTIVER US, LLC|||Y|N|Y|N
OPTU|P|Optiver US, LLC|||Y|N|Y|N
ORCA|P|OTC LINK LLC|||N|Y|N|N
OREO|P|Orion Trading, LLC|||N|N|N|N
OROS|P|Two Sigma Securities, LLC|||Y|Y|Y|Y
ORQA|P|OTC LINK LLC|||N|Y|N|N
ORTL|N|Oriental Financial Services Corp.|||N|Y|N|N
OSCO|N|O'Keefe Shaw & Co., Inc.|||N|N|N|N
OSFI|P|ONESOURCE FI LLC|||N|Y|N|N
OSHN|N|The Agean Group, Inc.|||N|N|N|N
OTAA|M|OTA LLC|PURCHASE  NY|914-694-5851|N|Y|N|N
OTAA|M|OTA LLC|NASDAQ TRADING|914-694-5851|N|Y|N|N
OTAM|P|OTA LLC|||N|Y|N|N
OTAS|P|OTA LLC|||N|Y|N|N
OTCA|P|OTC LINK LLC|||N|Y|N|N
OTCB|P|OTC LINK LLC|||N|Y|N|N
OTCE|P|OTCEX|||N|Y|N|N
OTCL|P|OTC LINK LLC|||N|Y|N|N
OTCM|P|OTC LINK LLC|||N|Y|N|N
OTCP|P|OTC LINK LLC|||N|Y|N|N
OTCR|P|OTC LINK LLC|||N|Y|N|N
OTCT|P|OTCEX LLC|||N|Y|N|N
OTCX|P|OTC LINK LLC|||N|Y|N|N
OTGN|P|Octagon Capital Corporation/CDS|||N|N|N|N
OTSB|P|OAK TREE SECURITIES, INC.|||N|Y|N|N
OXPS|P|Optionsxpress, Inc.|||N|N|N|N
PAAD|P|Advantage Investment Strategies, Inc.|||N|N|N|N
PAAI|P|Portfolio Advisors Alliance, Inc.|||N|Y|N|N
PACA|P|ALPACA SECURITIES LLC|||N|Y|N|N
PACT|P|BTG Pactual US Capital Corp.|||N|Y|N|N
PACW|P|Pacific West Securities, Inc.|||N|N|N|N
PACX|E|Pacific Stock Exchange|||N|N|N|N
PAFA|N|Pan-American Financial Advisers|||N|N|N|N
PALC|M|Pali Capital, LLC|NEW YORK, NY|212-259-2080|N|N|N|N
PALG|P|Pali Capital, Inc.|||N|N|N|N
PALI|P|Pali Capital, Inc.|||N|N|N|N
PAMI|P|Professional Asset Managment, Inc.|||N|N|N|N
PAMS|M|Pacific American Securities, LLC|S-SAN DIEGO|858-320-2800|N|N|N|N
PAMT|O|Paramount Biocapital, Inc.|||N|N|N|N
PAPA|P|Papamarkou & Company, Inc.|||N|Y|N|N
PAPP|P|EUROPEAN FAMILY OFFICE INSTITUTE LLC.|||N|Y|N|N
PARI|M|BNP Paribas Securities Corp.|NEW YORK  NY|212-841-3600|Y|Y|Y|Y
PARI|M|BNP Paribas Securities Corp.|LATIN|212-841-3950|Y|Y|Y|Y
PARK|N|S.C. Parker & Co., Inc.|NASDAQ TRADING|716-852-6858|N|N|N|N
PASL|M|Pershing Advisor Solutions LLC||866.464.6367|Y|Y|N|N
PATG|P|Patagonia Securities|||N|N|N|N
PATH|P|BENJAMIN & JEROLD BROKERAGE I, LLC|||N|N|N|N
PATR|P|TP ICAP Global Markets Americas LLC|||Y|Y|N|N
PATT|P|Patrick Financial Corporation|||N|Y|N|N
PAUL|M|Paulson Investment Company, Inc.|PORTLAND OR|800-772-2048|Y|Y|N|N
PAUL|M|Paulson Investment Company, Inc.|PORTLAND OR|503-243-6038|Y|Y|N|N
PAUL|M|Paulson Investment Company, Inc.|PORTLAND OR|503-243-6011|Y|Y|N|N
PBFI|M|Palm Beach Securities, Inc.|||N|N|N|N
PBLC|M|Public Securities, Inc.|SPOKANE  WA|509-892-5590|N|N|N|N
PBLC|M|Public Securities, Inc.|OTC BULLETIN BOARD|800-888-2325|N|N|N|N
PBLC|M|Public Securities, Inc.|OTC BULLETIN BOARD|800-934-3642|N|N|N|N
PBON|P|TP ICAP Global Markets Americas LLC|||Y|Y|N|N
PBSI|O|PORTFOLIO BROKERAGE SERVICES, INC.|DENVER  CO|303-294-0070|N|Y|N|N
PBVT|P|PUBLIC VENTURES,LLC|||N|Y|N|N
